     i        y          a (AU)     P (y)    Mplan (M_E)     Pcol        Pejc   
   7423   -0.96892       0.39467  7.4759e-01  1.0000e+00  9.2683e-08  0.0000e+00
   7424   -0.96865       0.39478  7.4790e-01  1.0000e+00  9.2648e-08  0.0000e+00
   7425   -0.96838       0.39489  7.4821e-01  1.0000e+00  9.2613e-08  0.0000e+00
   7426   -0.96810       0.39499  7.4851e-01  1.0000e+00  9.2579e-08  0.0000e+00
   7427   -0.96783       0.39510  7.4882e-01  1.0000e+00  9.2544e-08  0.0000e+00
   7428   -0.96756       0.39521  7.4913e-01  1.0000e+00  9.2509e-08  0.0000e+00
   7429   -0.96728       0.39532  7.4943e-01  1.0000e+00  9.2474e-08  0.0000e+00
   7430   -0.96701       0.39543  7.4974e-01  1.0000e+00  9.2440e-08  0.0000e+00
   7431   -0.96674       0.39553  7.5005e-01  1.0000e+00  9.2405e-08  0.0000e+00
   7432   -0.96647       0.39564  7.5035e-01  1.0000e+00  9.2370e-08  0.0000e+00
   7433   -0.96619       0.39575  7.5066e-01  1.0000e+00  9.2335e-08  0.0000e+00
   7434   -0.96592       0.39586  7.5097e-01  1.0000e+00  9.2301e-08  0.0000e+00
   7435   -0.96565       0.39597  7.5128e-01  1.0000e+00  9.2266e-08  0.0000e+00
   7436   -0.96537       0.39607  7.5158e-01  1.0000e+00  9.2231e-08  0.0000e+00
   7437   -0.96510       0.39618  7.5189e-01  1.0000e+00  9.2197e-08  0.0000e+00
   7438   -0.96483       0.39629  7.5220e-01  1.0000e+00  9.2162e-08  0.0000e+00
   7439   -0.96455       0.39640  7.5251e-01  1.0000e+00  9.2127e-08  0.0000e+00
   7440   -0.96428       0.39651  7.5282e-01  1.0000e+00  9.2093e-08  0.0000e+00
   7441   -0.96401       0.39662  7.5312e-01  1.0000e+00  9.2058e-08  0.0000e+00
   7442   -0.96374       0.39672  7.5343e-01  1.0000e+00  9.2024e-08  0.0000e+00
   7443   -0.96346       0.39683  7.5374e-01  1.0000e+00  9.1989e-08  0.0000e+00
   7444   -0.96319       0.39694  7.5405e-01  1.0000e+00  9.1955e-08  0.0000e+00
   7445   -0.96292       0.39705  7.5436e-01  1.0000e+00  9.1920e-08  0.0000e+00
   7446   -0.96264       0.39716  7.5467e-01  1.0000e+00  9.1886e-08  0.0000e+00
   7447   -0.96237       0.39727  7.5498e-01  1.0000e+00  9.1851e-08  0.0000e+00
   7448   -0.96210       0.39737  7.5529e-01  1.0000e+00  9.1817e-08  0.0000e+00
   7449   -0.96182       0.39748  7.5560e-01  1.0000e+00  9.1782e-08  0.0000e+00
   7450   -0.96155       0.39759  7.5591e-01  1.0000e+00  9.1748e-08  0.0000e+00
   7451   -0.96128       0.39770  7.5622e-01  1.0000e+00  9.1713e-08  0.0000e+00
   7452   -0.96100       0.39781  7.5652e-01  1.0000e+00  9.1679e-08  0.0000e+00
   7453   -0.96073       0.39792  7.5683e-01  1.0000e+00  9.1644e-08  0.0000e+00
   7454   -0.96046       0.39803  7.5714e-01  1.0000e+00  9.1610e-08  0.0000e+00
   7455   -0.96019       0.39813  7.5746e-01  1.0000e+00  9.1576e-08  0.0000e+00
   7456   -0.95991       0.39824  7.5777e-01  1.0000e+00  9.1541e-08  0.0000e+00
   7457   -0.95964       0.39835  7.5808e-01  1.0000e+00  9.1507e-08  0.0000e+00
   7458   -0.95937       0.39846  7.5839e-01  1.0000e+00  9.1472e-08  0.0000e+00
   7459   -0.95909       0.39857  7.5870e-01  1.0000e+00  9.1438e-08  0.0000e+00
   7460   -0.95882       0.39868  7.5901e-01  1.0000e+00  9.1404e-08  0.0000e+00
   7461   -0.95855       0.39879  7.5932e-01  1.0000e+00  9.1369e-08  0.0000e+00
   7462   -0.95827       0.39890  7.5963e-01  1.0000e+00  9.1335e-08  0.0000e+00
   7463   -0.95800       0.39901  7.5994e-01  1.0000e+00  9.1301e-08  0.0000e+00
   7464   -0.95773       0.39911  7.6025e-01  1.0000e+00  9.1267e-08  0.0000e+00
   7465   -0.95746       0.39922  7.6056e-01  1.0000e+00  9.1232e-08  0.0000e+00
   7466   -0.95718       0.39933  7.6088e-01  1.0000e+00  9.1198e-08  0.0000e+00
   7467   -0.95691       0.39944  7.6119e-01  1.0000e+00  9.1164e-08  0.0000e+00
   7468   -0.95664       0.39955  7.6150e-01  1.0000e+00  9.1130e-08  0.0000e+00
   7469   -0.95636       0.39966  7.6181e-01  1.0000e+00  9.1096e-08  0.0000e+00
   7470   -0.95609       0.39977  7.6212e-01  1.0000e+00  9.1061e-08  0.0000e+00
   7471   -0.95582       0.39988  7.6244e-01  1.0000e+00  9.1027e-08  0.0000e+00
   7472   -0.95554       0.39999  7.6275e-01  1.0000e+00  9.0993e-08  0.0000e+00
   7473   -0.95527       0.40010  7.6306e-01  1.0000e+00  9.0959e-08  0.0000e+00
   7474   -0.95500       0.40021  7.6337e-01  1.0000e+00  9.0925e-08  0.0000e+00
   7475   -0.95472       0.40031  7.6369e-01  1.0000e+00  9.0891e-08  0.0000e+00
   7476   -0.95445       0.40042  7.6400e-01  1.0000e+00  9.0857e-08  0.0000e+00
   7477   -0.95418       0.40053  7.6431e-01  1.0000e+00  9.0823e-08  0.0000e+00
   7478   -0.95391       0.40064  7.6462e-01  1.0000e+00  9.0789e-08  0.0000e+00
   7479   -0.95363       0.40075  7.6494e-01  1.0000e+00  9.0755e-08  0.0000e+00
   7480   -0.95336       0.40086  7.6525e-01  1.0000e+00  9.0721e-08  0.0000e+00
   7481   -0.95309       0.40097  7.6556e-01  1.0000e+00  9.0687e-08  0.0000e+00
   7482   -0.95281       0.40108  7.6588e-01  1.0000e+00  9.0653e-08  0.0000e+00
   7483   -0.95254       0.40119  7.6619e-01  1.0000e+00  9.0619e-08  0.0000e+00
   7484   -0.95227       0.40130  7.6651e-01  1.0000e+00  9.0585e-08  0.0000e+00
   7485   -0.95199       0.40141  7.6682e-01  1.0000e+00  9.0551e-08  0.0000e+00
   7486   -0.95172       0.40152  7.6713e-01  1.0000e+00  9.0517e-08  0.0000e+00
   7487   -0.95145       0.40163  7.6745e-01  1.0000e+00  9.0483e-08  0.0000e+00
   7488   -0.95118       0.40174  7.6776e-01  1.0000e+00  9.0449e-08  0.0000e+00
   7489   -0.95090       0.40185  7.6808e-01  1.0000e+00  9.0415e-08  0.0000e+00
   7490   -0.95063       0.40196  7.6839e-01  1.0000e+00  9.0381e-08  0.0000e+00
   7491   -0.95036       0.40207  7.6871e-01  1.0000e+00  9.0347e-08  0.0000e+00
   7492   -0.95008       0.40218  7.6902e-01  1.0000e+00  9.0313e-08  0.0000e+00
   7493   -0.94981       0.40229  7.6934e-01  1.0000e+00  9.0280e-08  0.0000e+00
   7494   -0.94954       0.40240  7.6965e-01  1.0000e+00  9.0246e-08  0.0000e+00
   7495   -0.94926       0.40251  7.6997e-01  1.0000e+00  9.0212e-08  0.0000e+00
   7496   -0.94899       0.40262  7.7028e-01  1.0000e+00  9.0178e-08  0.0000e+00
   7497   -0.94872       0.40273  7.7060e-01  1.0000e+00  9.0144e-08  0.0000e+00
   7498   -0.94844       0.40284  7.7091e-01  1.0000e+00  9.0111e-08  0.0000e+00
   7499   -0.94817       0.40295  7.7123e-01  1.0000e+00  9.0077e-08  0.0000e+00
   7500   -0.94790       0.40306  7.7154e-01  1.0000e+00  9.0043e-08  0.0000e+00
   7501   -0.94763       0.40317  7.7186e-01  1.0000e+00  9.0009e-08  0.0000e+00
   7502   -0.94735       0.40328  7.7218e-01  1.0000e+00  8.9976e-08  0.0000e+00
   7503   -0.94708       0.40339  7.7249e-01  1.0000e+00  8.9942e-08  0.0000e+00
   7504   -0.94681       0.40350  7.7281e-01  1.0000e+00  8.9908e-08  0.0000e+00
   7505   -0.94653       0.40361  7.7313e-01  1.0000e+00  8.9875e-08  0.0000e+00
   7506   -0.94626       0.40372  7.7344e-01  1.0000e+00  8.9841e-08  0.0000e+00
   7507   -0.94599       0.40383  7.7376e-01  1.0000e+00  8.9807e-08  0.0000e+00
   7508   -0.94571       0.40394  7.7408e-01  1.0000e+00  8.9774e-08  0.0000e+00
   7509   -0.94544       0.40405  7.7439e-01  1.0000e+00  8.9740e-08  0.0000e+00
   7510   -0.94517       0.40416  7.7471e-01  1.0000e+00  8.9706e-08  0.0000e+00
   7511   -0.94490       0.40427  7.7503e-01  1.0000e+00  8.9673e-08  0.0000e+00
   7512   -0.94462       0.40438  7.7535e-01  1.0000e+00  8.9639e-08  0.0000e+00
   7513   -0.94435       0.40449  7.7566e-01  1.0000e+00  8.9606e-08  0.0000e+00
   7514   -0.94408       0.40460  7.7598e-01  1.0000e+00  8.9572e-08  0.0000e+00
   7515   -0.94380       0.40471  7.7630e-01  1.0000e+00  8.9539e-08  0.0000e+00
   7516   -0.94353       0.40482  7.7662e-01  1.0000e+00  8.9505e-08  0.0000e+00
   7517   -0.94326       0.40493  7.7694e-01  1.0000e+00  8.9472e-08  0.0000e+00
   7518   -0.94298       0.40504  7.7725e-01  1.0000e+00  8.9438e-08  0.0000e+00
   7519   -0.94271       0.40515  7.7757e-01  1.0000e+00  8.9405e-08  0.0000e+00
   7520   -0.94244       0.40526  7.7789e-01  1.0000e+00  8.9371e-08  0.0000e+00
   7521   -0.94216       0.40537  7.7821e-01  1.0000e+00  8.9338e-08  0.0000e+00
   7522   -0.94189       0.40549  7.7853e-01  1.0000e+00  8.9304e-08  0.0000e+00
   7523   -0.94162       0.40560  7.7885e-01  1.0000e+00  8.9271e-08  0.0000e+00
   7524   -0.94135       0.40571  7.7917e-01  1.0000e+00  8.9238e-08  0.0000e+00
   7525   -0.94107       0.40582  7.7949e-01  1.0000e+00  8.9204e-08  0.0000e+00
   7526   -0.94080       0.40593  7.7980e-01  1.0000e+00  8.9171e-08  0.0000e+00
   7527   -0.94053       0.40604  7.8012e-01  1.0000e+00  8.9137e-08  0.0000e+00
   7528   -0.94025       0.40615  7.8044e-01  1.0000e+00  8.9104e-08  0.0000e+00
   7529   -0.93998       0.40626  7.8076e-01  1.0000e+00  8.9071e-08  0.0000e+00
   7530   -0.93971       0.40637  7.8108e-01  1.0000e+00  8.9037e-08  0.0000e+00
   7531   -0.93943       0.40648  7.8140e-01  1.0000e+00  8.9004e-08  0.0000e+00
   7532   -0.93916       0.40659  7.8172e-01  1.0000e+00  8.8971e-08  0.0000e+00
   7533   -0.93889       0.40670  7.8204e-01  1.0000e+00  8.8938e-08  0.0000e+00
   7534   -0.93862       0.40682  7.8236e-01  1.0000e+00  8.8904e-08  0.0000e+00
   7535   -0.93834       0.40693  7.8268e-01  1.0000e+00  8.8871e-08  0.0000e+00
   7536   -0.93807       0.40704  7.8301e-01  1.0000e+00  8.8838e-08  0.0000e+00
   7537   -0.93780       0.40715  7.8333e-01  1.0000e+00  8.8805e-08  0.0000e+00
   7538   -0.93752       0.40726  7.8365e-01  1.0000e+00  8.8771e-08  0.0000e+00
   7539   -0.93725       0.40737  7.8397e-01  1.0000e+00  8.8738e-08  0.0000e+00
   7540   -0.93698       0.40748  7.8429e-01  1.0000e+00  8.8705e-08  0.0000e+00
   7541   -0.93670       0.40759  7.8461e-01  1.0000e+00  8.8672e-08  0.0000e+00
   7542   -0.93643       0.40771  7.8493e-01  1.0000e+00  8.8639e-08  0.0000e+00
   7543   -0.93616       0.40782  7.8525e-01  1.0000e+00  8.8606e-08  0.0000e+00
   7544   -0.93588       0.40793  7.8557e-01  1.0000e+00  8.8572e-08  0.0000e+00
   7545   -0.93561       0.40804  7.8590e-01  1.0000e+00  8.8539e-08  0.0000e+00
   7546   -0.93534       0.40815  7.8622e-01  1.0000e+00  8.8506e-08  0.0000e+00
   7547   -0.93507       0.40826  7.8654e-01  1.0000e+00  8.8473e-08  0.0000e+00
   7548   -0.93479       0.40837  7.8686e-01  1.0000e+00  8.8440e-08  0.0000e+00
   7549   -0.93452       0.40849  7.8719e-01  1.0000e+00  8.8407e-08  0.0000e+00
   7550   -0.93425       0.40860  7.8751e-01  1.0000e+00  8.8374e-08  0.0000e+00
   7551   -0.93397       0.40871  7.8783e-01  1.0000e+00  8.8341e-08  0.0000e+00
   7552   -0.93370       0.40882  7.8815e-01  1.0000e+00  8.8308e-08  0.0000e+00
   7553   -0.93343       0.40893  7.8848e-01  1.0000e+00  8.8275e-08  0.0000e+00
   7554   -0.93315       0.40904  7.8880e-01  1.0000e+00  8.8242e-08  0.0000e+00
   7555   -0.93288       0.40916  7.8912e-01  1.0000e+00  8.8209e-08  0.0000e+00
   7556   -0.93261       0.40927  7.8945e-01  1.0000e+00  8.8176e-08  0.0000e+00
   7557   -0.93234       0.40938  7.8977e-01  1.0000e+00  8.8143e-08  0.0000e+00
   7558   -0.93206       0.40949  7.9009e-01  1.0000e+00  8.8110e-08  0.0000e+00
   7559   -0.93179       0.40960  7.9042e-01  1.0000e+00  8.8077e-08  0.0000e+00
   7560   -0.93152       0.40971  7.9074e-01  1.0000e+00  8.8044e-08  0.0000e+00
   7561   -0.93124       0.40983  7.9106e-01  1.0000e+00  8.8011e-08  0.0000e+00
   7562   -0.93097       0.40994  7.9139e-01  1.0000e+00  8.7979e-08  0.0000e+00
   7563   -0.93070       0.41005  7.9171e-01  1.0000e+00  8.7946e-08  0.0000e+00
   7564   -0.93042       0.41016  7.9204e-01  1.0000e+00  8.7913e-08  0.0000e+00
   7565   -0.93015       0.41027  7.9236e-01  1.0000e+00  8.7880e-08  0.0000e+00
   7566   -0.92988       0.41039  7.9269e-01  1.0000e+00  8.7847e-08  0.0000e+00
   7567   -0.92960       0.41050  7.9301e-01  1.0000e+00  8.7814e-08  0.0000e+00
   7568   -0.92933       0.41061  7.9333e-01  1.0000e+00  8.7782e-08  0.0000e+00
   7569   -0.92906       0.41072  7.9366e-01  1.0000e+00  8.7749e-08  0.0000e+00
   7570   -0.92879       0.41083  7.9398e-01  1.0000e+00  8.7716e-08  0.0000e+00
   7571   -0.92851       0.41095  7.9431e-01  1.0000e+00  8.7683e-08  0.0000e+00
   7572   -0.92824       0.41106  7.9464e-01  1.0000e+00  8.7651e-08  0.0000e+00
   7573   -0.92797       0.41117  7.9496e-01  1.0000e+00  8.7618e-08  0.0000e+00
   7574   -0.92769       0.41128  7.9529e-01  1.0000e+00  8.7585e-08  0.0000e+00
   7575   -0.92742       0.41140  7.9561e-01  1.0000e+00  8.7553e-08  0.0000e+00
   7576   -0.92715       0.41151  7.9594e-01  1.0000e+00  8.7520e-08  0.0000e+00
   7577   -0.92687       0.41162  7.9626e-01  1.0000e+00  8.7487e-08  0.0000e+00
   7578   -0.92660       0.41173  7.9659e-01  1.0000e+00  8.7455e-08  0.0000e+00
   7579   -0.92633       0.41185  7.9692e-01  1.0000e+00  8.7422e-08  0.0000e+00
   7580   -0.92606       0.41196  7.9724e-01  1.0000e+00  8.7389e-08  0.0000e+00
   7581   -0.92578       0.41207  7.9757e-01  1.0000e+00  8.7357e-08  0.0000e+00
   7582   -0.92551       0.41218  7.9790e-01  1.0000e+00  8.7324e-08  0.0000e+00
   7583   -0.92524       0.41230  7.9822e-01  1.0000e+00  8.7291e-08  0.0000e+00
   7584   -0.92496       0.41241  7.9855e-01  1.0000e+00  8.7259e-08  0.0000e+00
   7585   -0.92469       0.41252  7.9888e-01  1.0000e+00  8.7226e-08  0.0000e+00
   7586   -0.92442       0.41263  7.9921e-01  1.0000e+00  8.7194e-08  0.0000e+00
   7587   -0.92414       0.41275  7.9953e-01  1.0000e+00  8.7161e-08  0.0000e+00
   7588   -0.92387       0.41286  7.9986e-01  1.0000e+00  8.7129e-08  0.0000e+00
   7589   -0.92360       0.41297  8.0019e-01  1.0000e+00  8.7096e-08  0.0000e+00
   7590   -0.92332       0.41308  8.0052e-01  1.0000e+00  8.7064e-08  0.0000e+00
   7591   -0.92305       0.41320  8.0084e-01  1.0000e+00  8.7031e-08  0.0000e+00
   7592   -0.92278       0.41331  8.0117e-01  1.0000e+00  8.6999e-08  0.0000e+00
   7593   -0.92251       0.41342  8.0150e-01  1.0000e+00  8.6966e-08  0.0000e+00
   7594   -0.92223       0.41354  8.0183e-01  1.0000e+00  8.6934e-08  0.0000e+00
   7595   -0.92196       0.41365  8.0216e-01  1.0000e+00  8.6902e-08  0.0000e+00
   7596   -0.92169       0.41376  8.0248e-01  1.0000e+00  8.6869e-08  0.0000e+00
   7597   -0.92141       0.41387  8.0281e-01  1.0000e+00  8.6837e-08  0.0000e+00
   7598   -0.92114       0.41399  8.0314e-01  1.0000e+00  8.6804e-08  0.0000e+00
   7599   -0.92087       0.41410  8.0347e-01  1.0000e+00  8.6772e-08  0.0000e+00
   7600   -0.92059       0.41421  8.0380e-01  1.0000e+00  8.6740e-08  0.0000e+00
   7601   -0.92032       0.41433  8.0413e-01  1.0000e+00  8.6707e-08  0.0000e+00
   7602   -0.92005       0.41444  8.0446e-01  1.0000e+00  8.6675e-08  0.0000e+00
   7603   -0.91978       0.41455  8.0479e-01  1.0000e+00  8.6643e-08  0.0000e+00
   7604   -0.91950       0.41467  8.0512e-01  1.0000e+00  8.6610e-08  0.0000e+00
   7605   -0.91923       0.41478  8.0545e-01  1.0000e+00  8.6578e-08  0.0000e+00
   7606   -0.91896       0.41489  8.0578e-01  1.0000e+00  8.6546e-08  0.0000e+00
   7607   -0.91868       0.41501  8.0611e-01  1.0000e+00  8.6514e-08  0.0000e+00
   7608   -0.91841       0.41512  8.0644e-01  1.0000e+00  8.6481e-08  0.0000e+00
   7609   -0.91814       0.41523  8.0677e-01  1.0000e+00  8.6449e-08  0.0000e+00
   7610   -0.91786       0.41535  8.0710e-01  1.0000e+00  8.6417e-08  0.0000e+00
   7611   -0.91759       0.41546  8.0743e-01  1.0000e+00  8.6385e-08  0.0000e+00
   7612   -0.91732       0.41557  8.0776e-01  1.0000e+00  8.6352e-08  0.0000e+00
   7613   -0.91704       0.41569  8.0809e-01  1.0000e+00  8.6320e-08  0.0000e+00
   7614   -0.91677       0.41580  8.0842e-01  1.0000e+00  8.6288e-08  0.0000e+00
   7615   -0.91650       0.41591  8.0875e-01  1.0000e+00  8.6256e-08  0.0000e+00
   7616   -0.91623       0.41603  8.0909e-01  1.0000e+00  8.6224e-08  0.0000e+00
   7617   -0.91595       0.41614  8.0942e-01  1.0000e+00  8.6192e-08  0.0000e+00
   7618   -0.91568       0.41625  8.0975e-01  1.0000e+00  8.6160e-08  0.0000e+00
   7619   -0.91541       0.41637  8.1008e-01  1.0000e+00  8.6128e-08  0.0000e+00
   7620   -0.91513       0.41648  8.1041e-01  1.0000e+00  8.6095e-08  0.0000e+00
   7621   -0.91486       0.41660  8.1074e-01  1.0000e+00  8.6063e-08  0.0000e+00
   7622   -0.91459       0.41671  8.1108e-01  1.0000e+00  8.6031e-08  0.0000e+00
   7623   -0.91431       0.41682  8.1141e-01  1.0000e+00  8.5999e-08  0.0000e+00
   7624   -0.91404       0.41694  8.1174e-01  1.0000e+00  8.5967e-08  0.0000e+00
   7625   -0.91377       0.41705  8.1207e-01  1.0000e+00  8.5935e-08  0.0000e+00
   7626   -0.91350       0.41716  8.1241e-01  1.0000e+00  8.5903e-08  0.0000e+00
   7627   -0.91322       0.41728  8.1274e-01  1.0000e+00  8.5871e-08  0.0000e+00
   7628   -0.91295       0.41739  8.1307e-01  1.0000e+00  8.5839e-08  0.0000e+00
   7629   -0.91268       0.41751  8.1340e-01  1.0000e+00  8.5807e-08  0.0000e+00
   7630   -0.91240       0.41762  8.1374e-01  1.0000e+00  8.5775e-08  0.0000e+00
   7631   -0.91213       0.41773  8.1407e-01  1.0000e+00  8.5743e-08  0.0000e+00
   7632   -0.91186       0.41785  8.1440e-01  1.0000e+00  8.5712e-08  0.0000e+00
   7633   -0.91158       0.41796  8.1474e-01  1.0000e+00  8.5680e-08  0.0000e+00
   7634   -0.91131       0.41808  8.1507e-01  1.0000e+00  8.5648e-08  0.0000e+00
   7635   -0.91104       0.41819  8.1541e-01  1.0000e+00  8.5616e-08  0.0000e+00
   7636   -0.91076       0.41831  8.1574e-01  1.0000e+00  8.5584e-08  0.0000e+00
   7637   -0.91049       0.41842  8.1607e-01  1.0000e+00  8.5552e-08  0.0000e+00
   7638   -0.91022       0.41853  8.1641e-01  1.0000e+00  8.5520e-08  0.0000e+00
   7639   -0.90995       0.41865  8.1674e-01  1.0000e+00  8.5488e-08  0.0000e+00
   7640   -0.90967       0.41876  8.1708e-01  1.0000e+00  8.5457e-08  0.0000e+00
   7641   -0.90940       0.41888  8.1741e-01  1.0000e+00  8.5425e-08  0.0000e+00
   7642   -0.90913       0.41899  8.1775e-01  1.0000e+00  8.5393e-08  0.0000e+00
   7643   -0.90885       0.41911  8.1808e-01  1.0000e+00  8.5361e-08  0.0000e+00
   7644   -0.90858       0.41922  8.1842e-01  1.0000e+00  8.5330e-08  0.0000e+00
   7645   -0.90831       0.41933  8.1875e-01  1.0000e+00  8.5298e-08  0.0000e+00
   7646   -0.90803       0.41945  8.1909e-01  1.0000e+00  8.5266e-08  0.0000e+00
   7647   -0.90776       0.41956  8.1942e-01  1.0000e+00  8.5234e-08  0.0000e+00
   7648   -0.90749       0.41968  8.1976e-01  1.0000e+00  8.5203e-08  0.0000e+00
   7649   -0.90721       0.41979  8.2010e-01  1.0000e+00  8.5171e-08  0.0000e+00
   7650   -0.90694       0.41991  8.2043e-01  1.0000e+00  8.5139e-08  0.0000e+00
   7651   -0.90667       0.42002  8.2077e-01  1.0000e+00  8.5108e-08  0.0000e+00
   7652   -0.90640       0.42014  8.2110e-01  1.0000e+00  8.5076e-08  0.0000e+00
   7653   -0.90612       0.42025  8.2144e-01  1.0000e+00  8.5044e-08  0.0000e+00
   7654   -0.90585       0.42037  8.2178e-01  1.0000e+00  8.5013e-08  0.0000e+00
   7655   -0.90558       0.42048  8.2211e-01  1.0000e+00  8.4981e-08  0.0000e+00
   7656   -0.90530       0.42060  8.2245e-01  1.0000e+00  8.4949e-08  0.0000e+00
   7657   -0.90503       0.42071  8.2279e-01  1.0000e+00  8.4918e-08  0.0000e+00
   7658   -0.90476       0.42083  8.2312e-01  1.0000e+00  8.4886e-08  0.0000e+00
   7659   -0.90448       0.42094  8.2346e-01  1.0000e+00  8.4855e-08  0.0000e+00
   7660   -0.90421       0.42106  8.2380e-01  1.0000e+00  8.4823e-08  0.0000e+00
   7661   -0.90394       0.42117  8.2414e-01  1.0000e+00  8.4792e-08  0.0000e+00
   7662   -0.90367       0.42129  8.2447e-01  1.0000e+00  8.4760e-08  0.0000e+00
   7663   -0.90339       0.42140  8.2481e-01  1.0000e+00  8.4729e-08  0.0000e+00
   7664   -0.90312       0.42152  8.2515e-01  1.0000e+00  8.4697e-08  0.0000e+00
   7665   -0.90285       0.42163  8.2549e-01  1.0000e+00  8.4666e-08  0.0000e+00
   7666   -0.90257       0.42175  8.2582e-01  1.0000e+00  8.4634e-08  0.0000e+00
   7667   -0.90230       0.42186  8.2616e-01  1.0000e+00  8.4603e-08  0.0000e+00
   7668   -0.90203       0.42198  8.2650e-01  1.0000e+00  8.4571e-08  0.0000e+00
   7669   -0.90175       0.42209  8.2684e-01  1.0000e+00  8.4540e-08  0.0000e+00
   7670   -0.90148       0.42221  8.2718e-01  1.0000e+00  8.4508e-08  0.0000e+00
   7671   -0.90121       0.42232  8.2752e-01  1.0000e+00  8.4477e-08  0.0000e+00
   7672   -0.90093       0.42244  8.2786e-01  1.0000e+00  8.4446e-08  0.0000e+00
   7673   -0.90066       0.42255  8.2820e-01  1.0000e+00  8.4414e-08  0.0000e+00
   7674   -0.90039       0.42267  8.2854e-01  1.0000e+00  8.4383e-08  0.0000e+00
   7675   -0.90012       0.42278  8.2887e-01  1.0000e+00  8.4351e-08  0.0000e+00
   7676   -0.89984       0.42290  8.2921e-01  1.0000e+00  8.4320e-08  0.0000e+00
   7677   -0.89957       0.42301  8.2955e-01  1.0000e+00  8.4289e-08  0.0000e+00
   7678   -0.89930       0.42313  8.2989e-01  1.0000e+00  8.4258e-08  0.0000e+00
   7679   -0.89902       0.42325  8.3023e-01  1.0000e+00  8.4226e-08  0.0000e+00
   7680   -0.89875       0.42336  8.3057e-01  1.0000e+00  8.4195e-08  0.0000e+00
   7681   -0.89848       0.42348  8.3091e-01  1.0000e+00  8.4164e-08  0.0000e+00
